Speech intention	Time_adapted	Speech specific	Wizard	Filename	Expression specific	Vp_num	Study progress (coarse)	Addressee final (reduced)	Wizard addressee	Speech politeness	Annotator	Robot speech	Addressee final	Apartment time	Apartment door state	Study progress (detailed)	Condition	Apartment call	Cupboard door state	Cupboard handle sound	Focus of attention (reduced)	Order	Displayed Text	Speech form of address	Cupboard handle light	Speech type of sentence	Expression (facial, gestural, verbal)	Apartment parcel	Method	Radio	Robot gesture	Focus of attention	Method specific	Wizard task
Kommunikationsversuch	0	__Post?__	Aufgabe 4 Apartment	VP25_R1-verbal_PH.eaf		25	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (words)	unobserved		speech			Unspecific	VP sagt: __Post.__	4
	0		Aufgabe 7 Stehlampe	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Floor lamp \(L_F\)	unobserved	PH		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP macht esrt Gestik zur Stehlampe. Da er das Gefühl hat das bringt  nichts fängt er dann an über den Tisch zu streichen	7
	0		Aufgabe 7 Stehlampe	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Floor lamp \(L_F\)	unobserved	PH		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP macht esrt Gestik zur Stehlampe. Da er das Gefühl hat das bringt  nichts fängt er dann an über den Tisch zu streichen	7
	0		Aufgabe 7 Stehlampe	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Floor lamp \(L_F\)	unobserved	PH		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP macht esrt Gestik zur Stehlampe. Da er das Gefühl hat das bringt  nichts fängt er dann an über den Tisch zu streichen	7
Kommunikationsversuch	307	__Wie spät ist es jetzt? Wie viele Sekunden?__	Aufgabe 6 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room wall)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room wall)	VP fragt: __Wie spät ist es jetzt? Wie viele sekunden?__	6
Kommunikationsversuch	0	__Wie spät ist es jetzt? Wie viele Sekunden?__	Aufgabe 6 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room wall)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room wall)	VP fragt: __Wie spät ist es jetzt? Wie viele sekunden?__	6
Kommunikationsversuch	0	__Wurde etwas geliefert in meiner Abwesenheit? Wurde ein paket geliefert?__	Aufgabe 4 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room wall)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room wall)	VP fragt, ob ein Paket gelifert wurde. Erkennt nicht, dass ihn das Tonsignal zum Paket führen soll	4
Kommunikationsversuch	0	__Wurde etwas geliefert in meiner Abwesenheit? Wurde ein paket geliefert?__	Aufgabe 4 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room wall)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room wall)	VP fragt, ob ein Paket gelifert wurde. Erkennt nicht, dass ihn das Tonsignal zum Paket führen soll	4
	22893		Aufgabe 7 Stehlampe	VP26_R2-nonverbal_PH.eaf		26	Task solution	Parts of the apartment	Floor lamp \(L_F\)	unobserved	PH		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP macht esrt Gestik zur Stehlampe. Da er das Gefühl hat das bringt  nichts fängt er dann an über den Tisch zu streichen	7
Kommunikationsversuch	0	__Beleuchtung an.__	Aufgabe 1 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Beleuchtung an.__	1
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Musik an.__	3
Kommunikationsversuch	0	__Flurbeleuchtung aus.__	Aufgabe 2 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Flurbeleuchtung aus.__	2
Kommunikationsversuch	0	__Verpasste Anrufe, bitte? Gab es verpasste Anrufe? Hat jemand angerufen?__	Aufgabe 5 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Unspecific	Apartment	polite	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP sagt: __Verpasste Anrufe, bitte.__ und sieht zuerst die Lösung nicht. Fragt danach sprachlich leicht abgewandelt nach Anrufen. 	5
Kommunikationsversuch	0	__Verpasste Anrufe, bitte? Gab es verpasste Anrufe? Hat jemand angerufen?__	Aufgabe 5 Apartment	VP26_R2-nonverbal_PH.eaf		26	Task solution	Unspecific	Apartment	polite	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP sagt: __Verpasste Anrufe, bitte.__ und sieht zuerst die Lösung nicht. Fragt danach sprachlich leicht abgewandelt nach Anrufen. 	5
	22466		Aufgabe 1 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Screen (kitchen on worktop)	VP winkt vor dem Bildschirm auf der Arbeitsfläche	1
	16946		Aufgabe 2 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Screen (kitchen on worktop)	VP winkt vor dem Bildschirm auf der Arbeitsfläche	2
	0		Aufgabe 3 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP berührt den Bildschirm (Wohnzimmertisch)	3
	43658		Aufgabe 2 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Screen (kitchen on worktop)	VP winkt vor dem Bildschirm auf der Arbeitsfläche	2
	-96994		Aufgabe 2 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		touch			Light in the hallway \(L_H\)	VP berührt mehrmals den Bildschirm und schaut immer zwischen Licht oben und Bildschirm	2
	0		Aufgabe 2 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Screen (kitchen on worktop)	VP winkt vor dem Bildschirm auf der Arbeitsfläche	2
	0		Aufgabe 1 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		touch			Light in the hallway \(L_H\)	VP berührt mehrmals den Bildschirm und schaut immer zwischen Licht oben und Bildschirm	1
	0		Aufgabe 5 Apartment	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Unspecific	1		unobserved		unobserved	unobserved		gesture			Unspecific	VP winkt mehrmals vor dem Bildschirm auf der Arbeitsfläche	5
	0		Aufgabe 4 Roboter	VP27_R1-nonverbal_ES.eaf		27	Task solution	Robot	Robot	unobserved	ES		Robot			Lösungsversuch	nonverbal				Robot	1		unobserved		unobserved	unobserved		gesture			Robot	VP winkt dem Roboter zu	4
	0		Aufgabe 7 Stehlampe	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Floor lamp \(L_F\)	unobserved	ES		Screen (living room table)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt mehrmals den Bildschirm (Wohnzimmertisch), versucht die Helligkeit zu steuern	7
	0		Aufgabe 6 Roboter	VP27_R1-nonverbal_ES.eaf		27	Task solution	Unspecific	Robot	unobserved	ES		Unspecific			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Screen (living room wall)	VP wikt unspezifisch in den Raum und schaut auf den Bildschirm	6
	-106570		Aufgabe 1 Roboter	VP27_R1-nonverbal_ES.eaf		27	Task solution	Parts of the apartment	Robot	unobserved	ES		Screen (entrance)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		touch			Light in the hallway \(L_H\)	VP berührt mehrmals den Bildschirm und schaut immer zwischen Licht oben und Bildschirm	1
	0		Aufgabe 7 Stehlampe	VP28_R2-verbal_PH.eaf		28	Task solution	Parts of the apartment	Floor lamp \(L_F\)	unobserved	PH		Screen (living room table)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt mehrfach den Tisch im Wohnzimmer und guckt zur Stehlampe	7
Kommunikationsversuch	0	__Licht im Flur aus.__	Aufgabe 2 Apartment	VP28_R2-verbal_PH.eaf		28	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht im Flur aus.__	2
Kommunikationsversuch	0	__Licht an.__	Aufgabe 1 Apartment	VP28_R2-verbal_PH.eaf		28	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht an.__	1
	0		Aufgabe 5 Apartment	VP28_R2-verbal_PH.eaf		28	Task solution	Parts of the apartment	Apartment	unobserved	PH		Screen (living room table)			Lösungsversuch	verbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP berührt mehrfach kurz den Tisch	5
Kommunikationsversuch	0	__musik an.__	Aufgabe 3 Apartment	VP28_R2-verbal_PH.eaf		28	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Musik an.__	3
Kommunikationsversuch	0	__Gibt es ein Paket für mich?__	Aufgabe 4 Apartment	VP28_R2-verbal_PH.eaf		28	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Gibt es ein Paket für mich?__	4
	0		Aufgabe 6 Apartment	VP28_R2-verbal_PH.eaf		28	Task solution	Parts of the apartment	Apartment	unobserved	PH		Screen (living room table)			Lösungsversuch	verbal				Self	2		unobserved		unobserved	unobserved		touch			Self	VP schaut auf die Aufgabenkarte und drückt gleichzeitig auf dem Tisch herum	6
	35885		Aufgabe 7 Stehlampe	VP29_RF1-verbal_ES.eaf		29	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mit der Hand an der Lampe entlang, berührt die aber nicht	7
Kommunikationsversuch	0	Roboter, habe ich einen Anruf bekommen?	Aufgabe 5 Roboter	VP29_RF1-verbal_ES.eaf		29	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	verbal		CLOSED		Robot	1		without Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Roboter, habe ich einen Antuf bekommen?__	5
Kommunikationsversuch	0	Roboter! Habe ich einen Paket bekommen?	Aufgabe 4 Roboter	VP29_RF1-verbal_ES.eaf		29	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	verbal				Robot	1		without Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Roboter! Habe ich einen Paket bekommen?__	4
	0		Aufgabe 7 Stehlampe	VP29_RF1-verbal_ES.eaf		29	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mit der Hand an der Lampe entlang, berührt die aber nicht	7
Kommunikationsversuch	0	Und wie spät ist es jetzt?	Aufgabe 6 Roboter	VP29_RF1-verbal_ES.eaf		29	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	verbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Und wie spät ist es jetzt?__	6
	0		Aufgabe 1 Apartment	VP29_RF1-verbal_ES.eaf		29	Task solution	Light in the hallway \(L_H\)	Apartment	unobserved	ES		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		gesture			Light in the hallway \(L_H\)	VP winkt mit der Hand nach oben zur Lampe	1
Kommunikationsversuch	0	Musik hören	Aufgabe 3 Apartment	VP29_RF1-verbal_ES.eaf	VP wirkt verunsichert, ob das so funktioniert	29	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Command (words)	baffled		speech			Unspecific	VP schaut sich um und sagt: __Musik hören!__	3
Kommunikationsversuch	0	Roboter! Licht aus!	Aufgabe 2 Roboter	VP29_RF1-verbal_ES.eaf	VP wirkt neugierig, ob das auch funktioniert..	29	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	verbal				Robot	1		without Name		Command (words)	curious		speech			Robot	VP spricht zu Roboter: __Roboter! Licht aus!__	2
	0		Aufgabe 7 Stehlampe	VP30_R2-nonverbal_ES.eaf		30	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt vorsichtig die Lampe, versucht durch die Dauer oder Wiederholung der Berührung die Helligkeit zu steuern	7
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Roboter	VP30_R2-nonverbal_ES.eaf		30	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	__Licht an!__	Aufgabe 1 Apartment	VP30_R2-nonverbal_ES.eaf		30	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht an!__	1
Kommunikationsversuch	0	__Musik an!__	Aufgabe 3 Apartment	VP30_R2-nonverbal_ES.eaf		30	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut nach oben in Richtung Kamera und sagt in den Raum: __Musik an!__	3
Kommunikationsversuch	0	__Licht aus!__	Aufgabe 2 Apartment	VP30_R2-nonverbal_ES.eaf		30	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP schaut nach oben zum Licht und sagt:__Licht aus!__	2
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Roboter	VP30_R2-nonverbal_ES.eaf		30	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Wie spät ist es?__	6
Kommunikationsversuch	0	__Hat jemand angerufen?__	Aufgabe 5 Roboter	VP30_R2-nonverbal_ES.eaf		30	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter:__Hat jemand angerufen?__	5
	0		Aufgabe 1 Apartment	VP31_R1-nonverbal_ES.eaf		31	Task solution	Unspecific	Apartment	unobserved	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		unobserved		unobserved	unobserved		touch			Unspecific	VP schaut um die Ecke und berührt dabei die Wand im Flur	1
	0		Aufgabe 5 Apartment	VP31_R1-nonverbal_ES.eaf		31	Task solution	Parts of the apartment	Apartment	unobserved	ES		Furniture of apartment			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Furniture of apartment	VP schaltet den Timer am Backofen (konservativ)	5
	0		Aufgabe 2 Apartment	VP31_R1-nonverbal_ES.eaf		31	Task solution	Light in the hallway \(L_H\)	Apartment	unobserved	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		touch			Light in the hallway \(L_H\)	VP schaut nach oben zu Lampe und berürt wieder die Wand	2
	0		Aufgabe 7 Stehlampe	VP31_R1-nonverbal_ES.eaf		31	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	joyful		gesture			Floor lamp \(L_F\)	VP klatscht mit den Händen vor der Lampe	7
	0		Aufgabe 7 Stehlampe	VP31_R1-nonverbal_ES.eaf		31	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt mehrmals die Stehlampe oben und an der Seite	7
	0		Aufgabe 1 Apartment	VP31_R1-nonverbal_PH.eaf		31	Task solution	Parts of the apartment	Apartment	unobserved	PH		Apartment as a whole			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Apartment as a whole	VP fastt an die Wand neben dem Schalter am Apartmenteingang. 	1
	0		Aufgabe 5 Apartment	VP31_R1-nonverbal_PH.eaf		31	Task solution	Parts of the apartment	Apartment	unobserved	PH		Furniture of apartment			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Furniture of apartment	VP macht den Ofen an	5
	0		Aufgabe 2 Apartment	VP31_R1-nonverbal_PH.eaf		31	Task solution	Parts of the apartment	Apartment	unobserved	PH		Apartment as a whole			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Apartment as a whole	VP berührt die selbe Stelle, wie zuvor zum Anschalten des Lichtes	2
	659		Aufgabe 7 Stehlampe	VP31_R1-nonverbal_PH.eaf		31	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe mehrfach oben (Punkt) und dann an der Seite. Klatscht dann einmal kurz. danach 	7
	0		Aufgabe 7 Stehlampe	VP31_R1-nonverbal_PH.eaf		31	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe mehrfach oben (Punkt) und dann an der Seite. Klatscht dann einmal kurz. danach 	7
	0		Aufgabe 7 Stehlampe	VP32_R2-verbal_ES.eaf		32	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt ihre Hand an der Lampe entlang, ohne die zu berühren	7
Kommunikationsversuch	3845	__Post?__	Aufgabe 4 Roboter	VP32_R2-verbal_ES.eaf		32	Task solution	Unspecific	Robot	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	unobserved		speech			Unspecific	VP fragt in den Raum: __Post?!__	4
Kommunikationsversuch	0	__Flur-Licht, aus!__	Aufgabe 2 Apartment	VP32_R2-verbal_ES.eaf	VP lacht	32	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		without Name		Command (words)	joyful		speech			Light in the hallway \(L_H\)	VP schaut nach oben zur Lampe im Flur und sagt: __Flur-Licht, aus!__ und lacht dabei	2
Kommunikationsversuch	0	__Kannst du mir helfen, Roboter?__ Die Tonlage ist höflich	Aufgabe 1 Roboter	VP32_R2-verbal_ES.eaf	VP lacht freudig-verunsichert	32	Task solution	Robot	Robot	polite	ES		Robot			Lösungsversuch	verbal				Robot	2		without Name		Question (sentence)	joyful		speech			Robot	VP spricht den Roboter an: __Kannst du mir helfen, Roboter?__ und lacht verunsichert	1
Kommunikationsversuch	1153	__Handy?!__	Aufgabe 5 Apartment	VP32_R2-verbal_ES.eaf	VP fraft und verzieht das Gesicht so, als ob sie nicht sicher wäre was sie da tut	32	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	baffled		speech			Unspecific	VP sagt: __Handy?!__	5
Kommunikationsversuch	1217	__Musik?!__	Aufgabe 3 Apartment	VP32_R2-verbal_ES.eaf		32	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	curious		speech			Unspecific	VP sagt: __Musik?!__	3
Kommunikationsversuch	1209	__Uhrzeit?!__	Aufgabe 6 Roboter	VP32_R2-verbal_ES.eaf	VP scheint Spaß zu haben, neugierig-freudig	32	Task solution	Unspecific	Robot	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	curious		speech			Unspecific	VP fragt: __Uhrzeit?!__	6
Kommunikationsversuch	1273	__Handy?!__	Aufgabe 5 Apartment	VP32_R2-verbal_ES.eaf	VP fraft und verzieht das Gesicht so, als ob sie nicht sicher wäre was sie da tut	32	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	baffled		speech			Unspecific	VP sagt: __Handy?!__	5
nicht erkennbar	0	__Ah cool.__	Aufgabe 7 Stehlampe	VP32_R2-verbal_PH.eaf		32	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	neutral	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		with Name		Statement (words)	unobserved		gesture			Floor lamp \(L_F\)	VP wischt mehrmals mit der flachen Hand über die Lampe (oben). Und fasst sie auch einma an der Seiet an. Sagt einmal als Reaktion __Ah, cool.__	7
Kommunikationsversuch	3522	__Post?__	Aufgabe 4 Roboter	VP32_R2-verbal_PH.eaf		32	Task solution	Unspecific	Robot	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	unobserved		speech			Unspecific	VP fragt __Post?__	4
Kommunikationsversuch	0	__Flurlicht aus.__	Aufgabe 2 Apartment	VP32_R2-verbal_PH.eaf		32	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Flurlicht aus__ und lacht dann wieder etwas unsicher	2
Kommunikationsversuch	0	__Kannst du mir helfen Roboter?__	Aufgabe 1 Roboter	VP32_R2-verbal_PH.eaf		32	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	verbal				Unspecific	2		without Name		Question (sentence)	unobserved		speech			Unspecific	VP sagt: __Kannst du mir helfen, Roboter?__ und lacht dann ein wenig verlegen	1
Kommunikationsversuch	1406	__Handy.__	Aufgabe 5 Apartment	VP32_R2-verbal_PH.eaf	VP ist unsicher, aber nicht ängslich, VP weiß nicht, ob Handy geeignet ist um die Aufgabe zu lösen	32	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Statement (words)	baffled		speech			Unspecific	VP sagt __Handy__, ist waber sehr unsicher, sie zeigt das mimisch	5
Kommunikationsversuch	773	__Musik.__	Aufgabe 3 Apartment	VP32_R2-verbal_PH.eaf		32	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt __Musik.__	3
Kommunikationsversuch	2040	__Uhrzeit?__	Aufgabe 6 Roboter	VP32_R2-verbal_PH.eaf		32	Task solution	Unspecific	Robot	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (words)	unobserved		speech			Unspecific	Vp fragt __Uhrzeit?__ und lacht dann wieder	6
Kommunikationsversuch	1526	__Handy.__	Aufgabe 5 Apartment	VP32_R2-verbal_PH.eaf	VP ist unsicher, aber nicht ängslich, VP weiß nicht, ob Handy geeignet ist um die Aufgabe zu lösen	32	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Statement (words)	baffled		speech			Unspecific	VP sagt __Handy__, ist waber sehr unsicher, sie zeigt das mimisch	5
Kommunikationsversuch	454	__Wie spät ist es?__	Aufgabe 6 Apartment	VP34_R2-nonverbal_ES.eaf		34	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP guckt auf die Karte und fragt: __Wie spät ist es?__	6
	0		Aufgabe 5 Apartment	VP34_R2-nonverbal_ES.eaf		34	Task solution	Not discernible	Apartment	unobserved	ES		Not discernible			Lösungsversuch	nonverbal				Not discernible	2		unobserved		unobserved	unobserved		speech	cheerleader10s.ogg		Not discernible	VP fragt in den Raum: __Hat jemand für mich angerufen?__	5
